Retailer,Machine ID,Address,Cities,Full Address,Longitude,Latitude,State
Albertsons,Q00476,Fallbrook,"Fallbrook, CA","1133 S Mission Rd, Fallbrook, CA",33.3718783,-117.2560377,CA
Vons,Q00481,Fillmore,"Fillmore, CA","636 Ventura St, Fillmore, CA",34.3950319,-118.9162363,CA
WinCo Foods,Q00690,Folsom,"Folsom, CA","200 Blue Ravine Rd, Folsom, CA",38.6559776,-121.1746586,CA
Safeway,Q00981,Folsom,"Folsom, CA","1850 Prairie City Rd, Folsom, CA",38.6501927,-121.1641036,CA
WinCo Foods,Q00493,Fontana,"Fontana, CA","14338 Foothill Blvd, Fontana, CA",34.1074136,-117.4920442,CA
Vons,Q00563,Fontana,"Fontana, CA","7390 Cherry Ave, Fontana, CA",34.119856,-117.490218,CA
Safeway,Q01239,Foster City,"Foster City, CA","921 E Hillsdale Blvd, Foster City, CA",37.5567755,-122.2758939,CA
Albertsons,Q00328,Fountain Valley,"Fountain Valley, CA","16061 Brookhurst St, Fountain Valley, CA",33.7290517,-117.9566604,CA
Safeway,Q01337,Freedom,"Freedom, CA","2010 Freedom Blvd, Freedom, CA",36.9400086,-121.7755903,CA
Safeway,Q00973,Fremont,"Fremont, CA","39100 Argonaut Way, Fremont, CA",37.5455955,-121.9894879,CA
Safeway,Q01026,Fremont,"Fremont, CA","3902 Washington Blvd, Fremont, CA",37.5315046,-121.9571762,CA
Albertsons,Q00332,Fullerton,"Fullerton, CA","1930 N Placentia Ave, Fullerton, CA",33.89008280000001,-117.8722629,CA
Vons,Q00717,Garden Grove,"Garden Grove, CA","11861 Valley View St, Garden Grove, CA",33.7901681,-118.0290381,CA
Vons,Q00658,Gardena,"Gardena, CA","1260 W Redondo Beach Blvd, Gardena, CA",33.8909176,-118.2978182,CA
Albertsons,Q00732,Gardena,"Gardena, CA","1735 Artesia Blvd, Gardena, CA",33.8742371,-118.3080208,CA
Food 4 Less,Q01249,Gardena,"Gardena, CA","1299 Artesia Blvd, Gardena, CA",33.8735479,-118.2948388,CA
Vons,Q00417,Glendale,"Glendale, CA","561 N Glendale Ave, Glendale, CA",34.1549746,-118.2447133,CA
Vons,Q00699,Glendale,"Glendale, CA","311 W Los Feliz Rd, Glendale, CA",34.1294608,-118.2586151,CA
Albertsons,Q00427,Glendora,"Glendora, CA","133 W Rte 66, Glendora, CA",34.130068,-117.8650256,CA
Vons,Q01245,Goleta,"Goleta, CA","163 S Turnpike Rd, Goleta, CA",34.437709,-119.7904626,CA
Vons,Q00707,Hacienda Heights,"Hacienda Heights, CA","2122 S Hacienda Blvd, Hacienda Heights, CA",33.9949708,-117.9672764,CA
Safeway,Q01277,Half Moon Bay,"Half Moon Bay, CA","70 Cabrillo Hwy, Half Moon Bay, CA",37.469211,-122.4361958,CA
Food 4 Less,Q00315,Hawthorne,"Hawthorne, CA","14500 Ocean Gate Ave, Hawthorne, CA",33.8994009,-118.3664656,CA
FoodMaxx,Q00626,Hayward,"Hayward, CA","27300 Hesperian Blvd, Hayward, CA",37.6324304,-122.0962703,CA
Safeway,Q01051,Hayward,"Hayward, CA","22280 Foothill Blvd, Hayward, CA",37.6797966,-122.0834782,CA
Safeway,Q01278,Hayward,"Hayward, CA","231 W Jackson St, Hayward, CA",37.6527118,-122.0914671,CA
Safeway,Q01502,Healdsburg,"Healdsburg, CA","1115 Vine St, Healdsburg, CA",38.6083983,-122.8729813,CA
WinCo Foods,Q00453,Hemet,"Hemet, CA","4602 W Florida Ave, Hemet, CA",33.7456432,-117.0213507,CA
Safeway,Q00939,Hercules,"Hercules, CA","4080 San Pablo Ave, Hercules, CA",38.014788,-122.2716474,CA
Vons,Q00721,Hermosa Beach,"Hermosa Beach, CA","715 Pier Ave, Hermosa Beach, CA",33.8658773,-118.3944151,CA
Vons,Q00322,Huntington Beach,"Huntington Beach, CA","5922 Edinger Ave, Huntington Beach, CA",33.7289017,-118.026751,CA
Albertsons,Q00325,Huntington Beach,"Huntington Beach, CA","7201 Yorktown Ave, Huntington Beach, CA",33.6808855,-118.0027806,CA
Albertsons,Q00483,Huntington Beach,"Huntington Beach, CA","19640 Beach Blvd, Huntington Beach, CA",33.6772837,-117.986951,CA
Food 4 Less,Q00418,Huntington Park,"Huntington Park, CA","6920 Santa Fe Ave, Huntington Park, CA",33.9756675,-118.2296367,CA
Food 4 Less,Q00380,Inglewood,"Inglewood, CA","3200 W Century Blvd, Inglewood, CA",33.9442333,-118.3281129,CA
Vons,Q00422,Inglewood,"Inglewood, CA","500 E Manchester Blvd, Inglewood, CA",33.9604025,-118.3492995,CA
Albertsons,Q00416,Irvine,"Irvine, CA","14201 Jeffrey Rd, Irvine, CA",33.6952937,-117.765374,CA
Albertsons,Q00590,Irvine,"Irvine, CA","4541 Campus Dr, Irvine, CA",33.6501469,-117.831352,CA
Albertsons,Q01285,Irvine,"Irvine, CA","6601 Quail Hill Pkwy, Irvine, CA",33.6558064,-117.7782915,CA
Safeway,Q00922,Jackson,"Jackson, CA","12110 Industry Blvd, Jackson, CA",38.3682781,-120.7998186,CA
Vons,Q01241,La Crescenta-Montrose,"La Crescenta-Montrose, CA","3233 Foothill Blvd, La Crescenta-Montrose, CA",34.231145,-118.2501879,CA
Albertsons,Q00583,La Habra,"La Habra, CA","1800 W Whittier Blvd, La Habra, CA",33.93845750000001,-117.9664436,CA
Albertsons,Q00878,La Mesa,"La Mesa, CA","8920 Fletcher Pkwy, La Mesa, CA",32.7862652,-117.005438,CA
Food 4 Less,Q00338,La Puente,"La Puente, CA","1821 N Hacienda Blvd, La Puente, CA",34.05215940000001,-117.9444879,CA
Vons,Q00515,La Verne,"La Verne, CA","1600 Foothill Blvd, La Verne, CA",34.1158187,-117.773688,CA
Albertsons,Q00498,Ladera Ranch,"Ladera Ranch, CA","27702 Crown Valley Pkwy B, Ladera Ranch, CA",33.56359,-117.64619,CA
Albertsons,Q01007,Laguna Niguel,"Laguna Niguel, CA","30241 Golden Lantern, Laguna Niguel, CA",33.523915,-117.6879421,CA
Albertsons,Q00518,Lake Elsinore,"Lake Elsinore, CA","30901 Riverside Dr, Lake Elsinore, CA",33.6860921,-117.3669546,CA
Vons,Q00317,Lakewood,"Lakewood, CA","4226 Woodruff Ave, Lakewood, CA",33.8354914,-118.1152568,CA
Vons,Q00740,Lakewood,"Lakewood, CA","5500 Woodruff Ave, Lakewood, CA",33.8569136,-118.1153768,CA
WinCo Foods,Q01286,Lakewood,"Lakewood, CA","3400 E South St, Lakewood, CA",33.8588407,-118.1522723,CA
Safeway,Q00987,Livermore,"Livermore, CA","1554 First St, Livermore, CA",37.68043580000001,-121.777421,CA
Safeway,Q01049,Livermore,"Livermore, CA","4495 First St, Livermore, CA",37.69597,-121.7430557,CA
Vons,Q00654,Long Beach,"Long Beach, CA","1800-2000 Ximeno Ave, Long Beach, CA",33.7915143,-118.1375262,CA
Food 4 Less,Q00720,Long Beach,"Long Beach, CA","3210 E Anaheim St, Long Beach, CA",33.78116079999999,-118.1541422,CA
Albertsons,Q01019,Long Beach,"Long Beach, CA","101 E Willow St, Long Beach, CA",33.8054743,-118.1921677,CA
Safeway,Q01517,Los Altos,"Los Altos, CA","160 1st St, Los Altos, CA",37.3790084,-122.1189798,CA
Albertsons,Q00177,Los Angeles,"Los Angeles, CA","28090 S Western Ave, Los Angeles, CA",33.7648317,-118.3098874,CA
Food 4 Less,Q00319,Los Angeles,"Los Angeles, CA","9635 Laurel Canyon Blvd, Los Angeles, CA",34.2438571,-118.4175881,CA
Food 4 Less,Q00324,Los Angeles,"Los Angeles, CA","5100 N Figueroa St, Los Angeles, CA",34.1052916,-118.2001191,CA
Vons,Q00336,Los Angeles,"Los Angeles, CA","3461 W 3rd St, Los Angeles, CA",34.0699966,-118.2909401,CA
Food 4 Less,Q00370,Los Angeles,"Los Angeles, CA","16530 Sherman Way, Los Angeles, CA",34.2007069,-118.4941865,CA
Food 4 Less,Q00386,Los Angeles,"Los Angeles, CA","11507 S Western Ave, Los Angeles, CA",33.9293814,-118.3105782,CA
Food 4 Less,Q00391,Los Angeles,"Los Angeles, CA","11840 Wilmington Ave, Los Angeles, CA",33.92569700000001,-118.237897,CA
Food 4 Less,Q00410,Los Angeles,"Los Angeles, CA","336 W Anaheim St, Los Angeles, CA",33.7786835,-118.2655382,CA
Food 4 Less,Q00411,Los Angeles,"Los Angeles, CA","18318 Vanowen St, Los Angeles, CA",34.1925163,-118.5325566,CA
Food 4 Less,Q00413,Los Angeles,"Los Angeles, CA","1820 W Slauson Ave, Los Angeles, CA",33.9876022,-118.3109435,CA
Food 4 Less,Q00419,Los Angeles,"Los Angeles, CA","16208 Parthenia St, Los Angeles, CA",34.2280585,-118.4855589,CA
Food 4 Less,Q00420,Los Angeles,"Los Angeles, CA","2750 1st St, Los Angeles, CA",34.0407421,-118.2057103,CA
Vons,Q00425,Los Angeles,"Los Angeles, CA","4520 W Sunset Blvd, Los Angeles, CA",34.0969729,-118.2880171,CA
Pavilions,Q00469,Los Angeles,"Los Angeles, CA","14845 Ventura Blvd, Los Angeles, CA",34.1533464,-118.4566397,CA
Vons,Q00501,Los Angeles,"Los Angeles, CA","10321 Sepulveda Blvd, Los Angeles, CA",33.9410824,-118.3962864,CA
Pavilions,Q00514,Los Angeles,"Los Angeles, CA","6534 Platt Ave, Los Angeles, CA",34.1895279,-118.6413607,CA
Vons,Q00577,Los Angeles,"Los Angeles, CA","7789 Foothill Blvd, Los Angeles, CA",34.259157,-118.3011848,CA
Vons,Q00702,Los Angeles,"Los Angeles, CA","16830 San Fernando Mission Blvd, Los Angeles, CA",34.2709792,-118.4988955,CA
Vons,Q00719,Los Angeles,"Los Angeles, CA","7311 N Figueroa St, Los Angeles, CA",34.1359378,-118.1895172,CA
Safeway,Q00978,Los Gatos,"Los Gatos, CA","470 N Santa Cruz Ave, Los Gatos, CA",37.2314105,-121.9790366,CA
Safeway,Q00983,Los Gatos,"Los Gatos, CA","15549 Union Ave, Los Gatos, CA",37.2424233,-121.932645,CA
Safeway,Q00980,Manteca,"Manteca, CA","1187 S Main St, Manteca, CA",37.7867336,-121.2188396,CA
Pavilions,Q00512,Marina del Rey,"Marina del Rey, CA","4365 Glencoe Ave, Marina del Rey, CA",33.9852041,-118.4397951,CA
Safeway,Q01109,Martinez,"Martinez, CA","6688 Alhambra Ave, Martinez, CA",37.9579116,-122.0939524,CA
Safeway,Q01330,Menlo Park,"Menlo Park, CA","525 El Camino Real, Menlo Park, CA",37.4505164,-122.1790396,CA
Safeway,Q01510,Millbrae,"Millbrae, CA","525 El Camino Real, Millbrae, CA",37.6033834,-122.3942501,CA
Safeway,Q00982,Milpitas,"Milpitas, CA","555 E Calaveras Blvd, Milpitas, CA",37.4351832,-121.8980193,CA
Albertsons,Q00575,Mission Viejo,"Mission Viejo, CA","23072 Alicia Pkwy, Mission Viejo, CA",33.627593,-117.6358071,CA
Pavilions,Q01270,Mission Viejo,"Mission Viejo, CA","26022 Marguerite Pkwy, Mission Viejo, CA",33.5860156,-117.6576475,CA
Vons,Q00335,Monrovia,"Monrovia, CA","130 W Foothill Blvd, Monrovia, CA",34.1499857,-118.002033,CA
Albertsons,Q00704,Montebello,"Montebello, CA","2469 Via Campo, Montebello, CA",34.0311748,-118.1226002,CA
Safeway,Q01233,Moraga,"Moraga, CA","1355 Moraga Way, Moraga, CA",37.8363099,-122.1283857,CA
WinCo Foods,Q00497,Moreno Valley,"Moreno Valley, CA","12880 Day St, Moreno Valley, CA",33.9337369,-117.2747438,CA
Safeway,Q00932,Morgan Hill,"Morgan Hill, CA","235 Tennant Station, Morgan Hill, CA",37.112799,-121.6391836,CA
Safeway,Q00985,Morgan Hill,"Morgan Hill, CA","840 E Dunne Ave, Morgan Hill, CA",37.1287451,-121.6368773,CA
Safeway,Q01271,Mountain View,"Mountain View, CA","645 San Antonio Rd, Mountain View, CA",37.4026193,-122.1113479,CA
Safeway,Q01513,Mountain View,"Mountain View, CA","1750 Miramonte Ave, Mountain View, CA",37.372433,-122.0884434,CA
Safeway,Q01538,Mountain View,"Mountain View, CA","570 N Shoreline Blvd, Mountain View, CA",37.4029895,-122.0794005,CA
Albertsons,Q00485,Murrieta,"Murrieta, CA","39140 Winchester Rd, Murrieta, CA",33.5508791,-117.1389524,CA
Albertsons,Q00495,Murrieta,"Murrieta, CA","41000 California Oaks Rd, Murrieta, CA",33.5670571,-117.2036471,CA
Pavilions,Q00995,Newport Beach,"Newport Beach, CA","21181 Newport Coast Dr, Newport Beach, CA",33.6067784,-117.8278394,CA
Safeway,Q01519,Novato,"Novato, CA","5720 Nave Dr, Novato, CA",38.062346,-122.5320906,CA
FoodMaxx,Q00984,Oakland,"Oakland, CA","3000 E 9th St, Oakland, CA",37.7755097,-122.2306231,CA
Safeway,Q01126,Oakland,"Oakland, CA","5100 Broadway, Oakland, CA",37.8348327,-122.2491039,CA
Safeway,Q01164,Oakland,"Oakland, CA","4100 Redwood Rd, Oakland, CA",37.7979581,-122.1819737,CA
Safeway,Q01267,Oakland,"Oakland, CA","6310 College Ave, Oakland, CA",37.8507561,-122.2520065,CA
Albertsons,Q00668,Oceanside,"Oceanside, CA","3450 Marron Rd, Oceanside, CA",33.1795563,-117.2964516,CA
Albertsons,Q00751,Oceanside,"Oceanside, CA","4150 Oceanside Blvd, Oceanside, CA",33.2077157,-117.2872673,CA
Vons,Q01005,Oceanside,"Oceanside, CA","845 College Blvd, Oceanside, CA",33.2411185,-117.2946649,CA
WinCo Foods,Q01300,Oceanside,"Oceanside, CA","2245 S El Camino Real, Oceanside, CA",33.1857067,-117.3300164,CA
Food 4 Less,Q01176,Ontario,"Ontario, CA","2246 S Euclid Ave, Ontario, CA",34.0326111,-117.6528351,CA
Vons,Q00591,Orange,"Orange, CA","2684 N Tustin St, Orange, CA",33.83384,-117.837555,CA
WinCo Foods,Q01251,Orangevale,"Orangevale, CA","8701 Greenback Ln, Orangevale, CA",38.6798793,-121.2338233,CA
Vons,Q00494,Oxnard,"Oxnard, CA","2101 N Rose Ave, Oxnard, CA",34.2218328,-119.1617781,CA
Safeway,Q01344,Pacifica,"Pacifica, CA","1380 Linda Mar Shopping Center, Pacifica, CA",37.594446,-122.5036806,CA
Safeway,Q01387,Pacifica,"Pacifica, CA","709 Hickey Blvd, Pacifica, CA",37.6610102,-122.477594,CA
Vons,Q00372,Pasadena,"Pasadena, CA","2355 E Colorado Blvd, Pasadena, CA",34.147471,-118.1022092,CA
Safeway,Q01492,Petaluma,"Petaluma, CA","701 Sonoma Mountain Pkwy, Petaluma, CA",38.2695673,-122.6388849,CA
Safeway,Q01525,Petaluma,"Petaluma, CA","389 S McDowell Blvd, Petaluma, CA",38.2491273,-122.6219167,CA
Safeway,Q00969,Placerville,"Placerville, CA","3955 Missouri Flat Rd, Placerville, CA",38.7132931,-120.8389333,CA
Safeway,Q00967,Pleasant Hill,"Pleasant Hill, CA","600 Patterson Blvd, Pleasant Hill, CA",37.9342513,-122.0723463,CA
Safeway,Q01031,Pleasant Hill,"Pleasant Hill, CA","1978 Contra Costa Blvd, Pleasant Hill, CA",37.9484116,-122.0582206,CA
Safeway,Q01148,Pleasant Hill,"Pleasant Hill, CA","707 Contra Costa Blvd, Pleasant Hill, CA",37.9712593,-122.0615502,CA
Safeway,Q00944,Pleasanton,"Pleasanton, CA","1701 Santa Rita Rd, Pleasanton, CA",37.6749177,-121.8745838,CA
WinCo Foods,Q01236,Pomona,"Pomona, CA","90 Rio Rancho Rd, Pomona, CA",34.0263729,-117.7614793,CA
Safeway,Q00935,Rancho Cordova,"Rancho Cordova, CA","10635 Folsom Blvd, Rancho Cordova, CA",38.595276,-121.2931511,CA
Albertsons,Q00468,Rancho Cucamonga,"Rancho Cucamonga, CA","11358 Kenyon Way, Rancho Cucamonga, CA",34.1355951,-117.5571974,CA
Albertsons,Q00475,Redlands,"Redlands, CA","450 E Cypress Ave, Redlands, CA",34.0484751,-117.1713459,CA
Vons,Q00741,Redondo Beach,"Redondo Beach, CA","4001 Inglewood Ave, Redondo Beach, CA",33.8930336,-118.3624481,CA
Albertsons,Q00500,Riverside,"Riverside, CA","2975 Van Buren Boulevard, Riverside, CA",33.9099599,-117.4363569,CA
Vons,Q01097,Riverside,"Riverside, CA","3520 Riverside Plaza Dr, Riverside, CA",33.9546487,-117.3895081,CA
Safeway,Q00631,Rocklin,"Rocklin, CA","2220 Sunset Blvd, Rocklin, CA",38.8029192,-121.2742918,CA
Safeway,Q00603,Rohnert Park,"Rohnert Park, CA","6340 Commerce Blvd, Rohnert Park, CA",38.3475652,-122.7084312,CA
Pavilions,Q00714,Rolling Hills Estates,"Rolling Hills Estates, CA","7 Peninsula Center, Rolling Hills Estates, CA",33.7754149,-118.3778782,CA
Safeway,Q00923,Roseville,"Roseville, CA","8640 Sierra College Blvd, Roseville, CA",38.7419037,-121.2284747,CA
Safeway,Q00927,Roseville,"Roseville, CA","1080 Pleasant Grove Blvd, Roseville, CA",38.7768414,-121.2914698,CA
Safeway,Q00929,Roseville,"Roseville, CA","989 Sunrise Ave, Roseville, CA",38.7310727,-121.2710414,CA
Safeway,Q00988,Roseville,"Roseville, CA","9045 Woodcreek Oaks Blvd, Roseville, CA",38.7945581,-121.3304616,CA
Safeway,Q00924,Sacramento,"Sacramento, CA","1814 19th St, Sacramento, CA",38.5679012,-121.4862313,CA
Safeway,Q00926,Sacramento,"Sacramento, CA","1025 Alhambra Blvd, Sacramento, CA",38.5716151,-121.4649276,CA
Safeway,Q00933,Sacramento,"Sacramento, CA","3320 Arden Wy, Sacramento, CA",38.594476,-121.3868593,CA
Safeway,Q00968,Sacramento,"Sacramento, CA","8377 Elk Grove Florin Rd, Sacramento, CA",38.4534632,-121.3700657,CA
Safeway,Q01522,Sacramento,"Sacramento, CA","5345 Elkhorn Blvd, Sacramento, CA",38.6864264,-121.33942,CA
WinCo Foods,Q01534,Sacramento,"Sacramento, CA","2300 Watt Ave, Sacramento, CA",38.6073423,-121.3807881,CA
Safeway,Q01537,Sacramento,"Sacramento, CA","2851 Del Paso Rd, Sacramento, CA",38.6575749,-121.5247183,CA
Safeway,Q01500,San Anselmo,"San Anselmo, CA","838 Sir Francis Drake Blvd, San Anselmo, CA",37.9807149,-122.5642294,CA
Albertsons,Q00521,San Clemente,"San Clemente, CA","804 Avenida Pico, San Clemente, CA",33.4426992,-117.6138706,CA
Pavilions,Q01291,San Clemente,"San Clemente, CA","989 Avenida Pico, San Clemente, CA",33.456798,-117.6033259,CA
Vons,Q00489,San Diego,"San Diego, CA","620 Dennery Rd, San Diego, CA",32.5831174,-117.0347214,CA
Vons,Q00492,San Diego,"San Diego, CA","11986 Bernardo Plaza Dr, San Diego, CA",33.02108860000001,-117.0722025,CA
Vons,Q00499,San Diego,"San Diego, CA","6155 El Cajon Blvd, San Diego, CA",32.7608964,-117.0649734,CA
Vons,Q00505,San Diego,"San Diego, CA","8310 Mira Mesa Blvd, San Diego, CA",32.9152387,-117.144766,CA
Vons,Q00506,San Diego,"San Diego, CA","515 Washington St, San Diego, CA",32.7497362,-117.1599982,CA
Albertsons,Q00572,San Diego,"San Diego, CA","12475 Rancho Bernardo Rd, San Diego, CA",33.0176045,-117.0616634,CA
Vons,Q00576,San Diego,"San Diego, CA","7544 Girard Ave, San Diego, CA",32.8416872,-117.273582,CA
Albertsons,Q00581,San Diego,"San Diego, CA","8650 Lake Murray Blvd, San Diego, CA",32.8018341,-117.0128343,CA
Vons,Q00592,San Diego,"San Diego, CA","4145 30th St, San Diego, CA",32.7531326,-117.1300036,CA
Vons,Q00615,San Diego,"San Diego, CA","4725 Clairemont Dr, San Diego, CA",32.8301997,-117.2049118,CA
Vons,Q00888,San Diego,"San Diego, CA","3550 Murphy Canyon Rd, San Diego, CA",32.8073112,-117.1166399,CA
Vons,Q00889,San Diego,"San Diego, CA","10675 Scripps Poway Pkwy, San Diego, CA",32.9355075,-117.0985163,CA
Vons,Q01266,San Diego,"San Diego, CA","7895 Highlands Village Pl, San Diego, CA",32.9609224,-117.1535891,CA
Albertsons,Q00496,San Dimas,"San Dimas, CA","220 E Bonita Ave, San Dimas, CA",34.1059358,-117.8038216,CA
Safeway,Q00920,San Francisco,"San Francisco, CA","735 7th Ave, San Francisco, CA",37.7745526,-122.4653886,CA
Safeway,Q01335,San Francisco,"San Francisco, CA","850 La Playa St, San Francisco, CA",37.7725837,-122.5094277,CA
Safeway,Q01345,San Francisco,"San Francisco, CA","5290 Diamond Heights Blvd, San Francisco, CA",37.743586,-122.439074,CA
Lucky,Q00921,San Jose,"San Jose, CA","3457 McKee Rd, San Jose, CA",37.3809964,-121.8293941,CA
Safeway,Q00925,San Jose,"San Jose, CA","5760 Cottle Rd, San Jose, CA",37.2464924,-121.802963,CA
Safeway,Q00934,San Jose,"San Jose, CA","1663 Branham Ln, San Jose, CA",37.2530451,-121.9082861,CA
Safeway,Q00937,San Jose,"San Jose, CA","4950 Almaden Expy, San Jose, CA",37.2602417,-121.8745503,CA
Safeway,Q00986,San Jose,"San Jose, CA","179 Branham Ln, San Jose, CA",37.2674105,-121.8338916,CA
Safeway,Q00991,San Jose,"San Jose, CA","1530 Hamilton Ave, San Jose, CA",37.2931906,-121.9111969,CA
Safeway,Q01526,San Jose,"San Jose, CA","5146 Stevens Creek Blvd, San Jose, CA",37.3221369,-121.9951121,CA
Safeway,Q01529,San Jose,"San Jose, CA","6150 Bollinger Rd, San Jose, CA",37.3096604,-122.0118184,CA
Safeway,Q01160,San Leandro,"San Leandro, CA","699 Lewelling Blvd, San Leandro, CA",37.6884124,-122.1386337,CA
WinCo Foods,Q00479,San Marcos,"San Marcos, CA","555 Grand Ave, San Marcos, CA",33.1350603,-117.1762885,CA
Albertsons,Q00502,San Marcos,"San Marcos, CA","151 Woodland Pkwy, San Marcos, CA",33.140048,-117.1384242,CA
Albertsons,Q00877,San Marcos,"San Marcos, CA","1929 W San Marcos Blvd, San Marcos, CA",33.1319031,-117.2109332,CA
Albertsons,Q01022,San Marcos,"San Marcos, CA","1571 San Elijo Rd, San Marcos, CA",33.0970081,-117.2002937,CA
Safeway,Q01134,San Mateo,"San Mateo, CA","100 De Anza Blvd, San Mateo, CA",37.5208288,-122.3377874,CA
Safeway,Q01260,San Mateo,"San Mateo, CA","1655 S El Camino Real, San Mateo, CA",37.5532743,-122.3134976,CA
Safeway,Q01039,San Ramon,"San Ramon, CA","11060 Bollinger Canyon Rd, San Ramon, CA",37.7741693,-121.9219012,CA
Food 4 Less,Q00320,Santa Ana,"Santa Ana, CA","2140 S Bristol St, Santa Ana, CA",33.7181239,-117.886562,CA
Vons,Q00414,Santa Ana,"Santa Ana, CA","3650 S Bristol St, Santa Ana, CA",33.6989864,-117.8864324,CA
Albertsons,Q00478,Santa Clarita,"Santa Clarita, CA","23850 Copper Hill Dr, Santa Clarita, CA",34.4620845,-118.556635,CA
Albertsons,Q00487,Santa Clarita,"Santa Clarita, CA","27631 Bouquet Canyon Rd, Santa Clarita, CA",34.444093,-118.5121236,CA
Vons,Q01184,Santa Clarita,"Santa Clarita, CA","24160 Lyons Ave, Santa Clarita, CA",34.3774741,-118.5576496,CA
Vons,Q01223,Santa Clarita,"Santa Clarita, CA","26518 Bouquet Canyon Rd, Santa Clarita, CA",34.427021,-118.5352017,CA
Safeway,Q01338,Santa Cruz,"Santa Cruz, CA","2203 Mission St, Santa Cruz, CA",36.9613584,-122.0452122,CA
Vons,Q00513,Santa Paula,"Santa Paula, CA","576 W Main St, Santa Paula, CA",34.3444267,-119.0813557,CA
Safeway,Q00623,Santa Rosa,"Santa Rosa, CA","1799 Marlow Rd, Santa Rosa, CA",38.4520542,-122.752896,CA
Safeway,Q00632,Santa Rosa,"Santa Rosa, CA","100 Calistoga Rd, Santa Rosa, CA",38.4656768,-122.6516753,CA
Safeway,Q00672,Santa Rosa,"Santa Rosa, CA","2300 Mendocino Ave, Santa Rosa, CA",38.4628265,-122.7170787,CA
Safeway,Q00976,Santa Rosa,"Santa Rosa, CA","2751 4th St, Santa Rosa, CA",38.4509085,-122.6910424,CA
FoodMaxx,Q01256,Santa Rosa,"Santa Rosa, CA","2055 Sebastopol Rd, Santa Rosa, CA",38.4269128,-122.742122,CA
Safeway,Q01484,Santa Rosa,"Santa Rosa, CA","2785 Yulupa Ave, Santa Rosa, CA",38.4257379,-122.6685377,CA
Safeway,Q01521,Saratoga,"Saratoga, CA","12876 Saratoga Sunnyvale Rd, Saratoga, CA",37.2812319,-122.0310922,CA
Safeway,Q01331,Scotts Valley,"Scotts Valley, CA","253 Mt Hermon Rd, Scotts Valley, CA",37.0462361,-122.0310922,CA
Safeway,Q01514,Sebastopol,"Sebastopol, CA","406 N Main St, Sebastopol, CA",38.4044524,-122.8270548,CA
Albertsons,Q00465,Simi Valley,"Simi Valley, CA","1268 Madera Rd, Simi Valley, CA",34.2616858,-118.7946734,CA
Vons,Q00486,Simi Valley,"Simi Valley, CA","1855 Cochran St, Simi Valley, CA",34.2800151,-118.7624605,CA
Vons,Q00504,Simi Valley,"Simi Valley, CA","2938 Tapo Canyon Rd, Simi Valley, CA",34.2885635,-118.7156094,CA
Safeway,Q01536,Sonoma,"Sonoma, CA","477 W Napa St, Sonoma, CA",38.291594,-122.4677124,CA
Safeway,Q01351,South San Francisco,"South San Francisco, CA","30 Chestnut Ave, South San Francisco, CA",37.6555524,-122.4317324,CA
Safeway,Q01532,South San Francisco,"South San Francisco, CA","2255 Gellert Blvd, South San Francisco, CA",37.6466527,-122.451995,CA
Albertsons,Q01218,Spring Valley,"Spring Valley, CA","543 Sweetwater Rd, Spring Valley, CA",32.7082197,-117.0086037,CA
Vons,Q01216,Stevenson Ranch,"Stevenson Ranch, CA","25850 The Old Rd, Stevenson Ranch, CA",34.3911952,-118.5720926,CA
Safeway,Q00975,Stockton,"Stockton, CA","6445 Pacific Ave, Stockton, CA",37.9883121,-121.3115883,CA
Safeway,Q01057,Stockton,"Stockton, CA","2808 Country Club Blvd, Stockton, CA",37.9623201,-121.3375405,CA
Safeway,Q00611,Sunnyvale,"Sunnyvale, CA","639 S Bernardo Ave, Sunnyvale, CA",37.3729675,-122.0580874,CA
Safeway,Q01503,Sunnyvale,"Sunnyvale, CA","150 E El Camino Real, Sunnyvale, CA",37.3644547,-122.030787,CA
WinCo Foods,Q01185,Temecula,"Temecula, CA","40435 Winchester Rd, Temecula, CA",33.5306272,-117.154063,CA
Vons,Q00507,Thousand Oaks,"Thousand Oaks, CA","2048 E Avenida de Los Arboles, Thousand Oaks, CA",34.2099857,-118.8408366,CA
Vons,Q00423,Torrance,"Torrance, CA","4705 Torrance Blvd, Torrance, CA",33.83774880000001,-118.3635153,CA
Vons,Q00706,Torrance,"Torrance, CA","24325 Crenshaw Blvd, Torrance, CA",33.8049935,-118.3304632,CA
WinCo Foods,Q01325,Tracy,"Tracy, CA","2850 Pavilion Pkwy, Tracy, CA",37.7589679,-121.4684821,CA
Albertsons,Q00348,Tustin,"Tustin, CA","13270 Newport Ave, Tustin, CA",33.7452048,-117.8128436,CA
Safeway,Q00979,Union City,"Union City, CA","1790 Decoto Rd, Union City, CA",37.5876275,-122.0193684,CA
Albertsons,Q00661,Upland,"Upland, CA","1910 N Campus Ave, Upland, CA",34.1311847,-117.637641,CA
Vons,Q00731,Upland,"Upland, CA","101 W Foothill Blvd, Upland, CA",34.1073592,-117.6535653,CA
Safeway,Q01346,Vacaville,"Vacaville, CA","2090 Harbison Dr, Vacaville, CA",38.36203769999999,-121.961594,CA
Safeway,Q01523,Vallejo,"Vallejo, CA","122 Robles Way, Vallejo, CA",38.0845093,-122.2101652,CA
Albertsons,Q00488,Vista,"Vista, CA","1301 E Vista Way, Vista, CA",33.2182665,-117.2243439,CA
